580
337, 128
273, 109
299, 119
276, 540
272, 528
309, 520
271, 159
294, 516
333, 133
322, 116
329, 539
302, 116
329, 133
322, 536
326, 532
280, 143
328, 489
341, 564
290, 521
